,year,quarter,month,month_number,date,rank,game,watch_time,stream_time,peak_viewers,peak_channels,streamers,average_viewers,average_channels,average_viewer_ratio,,
830,2016,Q3,September,9,9/1/16,31,AdmiralBahroo,80001990,14820,11972,5397,770646,17147,903365,TRUE,FALSE,English
831,2016,Q3,September,9,9/1/16,32,SummonersInnLive,75871560,8115,29035,9349,499626,9107,2188586,TRUE,FALSE,German
832,2016,Q3,September,9,9/1/16,33,HoneyMad,74888115,6180,24667,12117,523381,14152,1580817,TRUE,TRUE,Russian
833,2016,Q3,September,9,9/1/16,34,IzakOOO,74774865,6255,74105,11953,1442262,8211,2435714,TRUE,FALSE,Polish
834,2016,Q3,September,9,9/1/16,35,Savjz,73850700,9645,17022,7656,541498,8860,1294453,TRUE,TRUE,English
835,2016,Q3,September,9,9/1/16,36,MOONMOON,73739625,13170,9577,5598,896184,26233,1285376,TRUE,TRUE,English
836,2016,Q3,September,9,9/1/16,37,reynad27,72014610,6930,19153,10391,510874,6271,1091644,TRUE,TRUE,English
837,2016,Q3,September,9,9/1/16,38,Domingo,70713465,6825,29603,10360,806610,17846,2434453,TRUE,FALSE,French
838,2016,Q3,September,9,9/1/16,39,forsen,70416765,9270,15750,7595,1292058,5725,1476463,TRUE,TRUE,English
839,2016,Q3,September,9,9/1/16,40,GarenaTW,69546120,2250,80039,30909,404698,5832,1349179,TRUE,FALSE,Chinese
840,2016,Q3,September,9,9/1/16,41,GRONKH,67647555,4680,26570,14454,1186695,12438,1369331,TRUE,FALSE,German
841,2016,Q3,September,9,9/1/16,42,亞洲統神 (asiagodtonegg3be0),66256455,8775,17442,7550,494643,7334,2583284,TRUE,FALSE,Chinese
842,2016,Q3,September,9,9/1/16,43,CohhCarnage,65212530,10230,14242,6374,1243901,6380,1338578,TRUE,FALSE,English
843,2016,Q3,September,9,9/1/16,44,overwatchopen,63652965,2385,45184,26688,75622,28529,1802248,TRUE,FALSE,
844,2016,Q3,September,9,9/1/16,45,NoahJ456,62977725,4635,34004,13587,446387,63154,615882,FALSE,FALSE,English
845,2016,Q3,September,9,9/1/16,46,Castro_1021,62919120,5745,24366,10951,2386061,21897,962871,TRUE,FALSE,English
846,2016,Q3,September,9,9/1/16,47,CarTmaNzbs,62745165,10005,11257,6270,355266,7189,1324095,TRUE,FALSE,Russian
847,2016,Q3,September,9,9/1/16,48,LEC,62662095,915,162276,68482,865314,8220,1294886,TRUE,FALSE,English
848,2016,Q3,September,9,9/1/16,49,HearthstoneFR,61911270,42960,3660,1440,161432,1209,1007479,TRUE,FALSE,French
849,2016,Q3,September,9,9/1/16,50,OgamingLoL,61407390,38430,40605,1597,506273,4071,1571911,TRUE,FALSE,French
850,2016,Q3,September,9,9/1/16,51,dogdog,61317915,6840,18871,8964,590498,8007,790835,TRUE,FALSE,English
851,2016,Q3,September,9,9/1/16,52,Call of Duty (callofduty),61214460,2385,127761,25665,963655,20915,1752967,TRUE,TRUE,English
852,2016,Q3,September,9,9/1/16,53,Trick2g,60713265,14865,10869,4083,1471048,7600,1239505,TRUE,TRUE,English
853,2016,Q3,September,9,9/1/16,54,Doublelift,59195925,2595,44421,22811,1386249,23695,1338627,TRUE,FALSE,English
854,2016,Q3,September,9,9/1/16,55,Dota2RuHub,59147400,12555,25934,4710,736919,5186,2094166,TRUE,FALSE,Russian
855,2016,Q3,September,9,9/1/16,56,SilverName,55358235,7365,21559,7516,594312,10805,1023639,TRUE,FALSE,Russian
856,2016,Q3,September,9,9/1/16,57,TimTheTatman,55310085,9780,12615,5654,4942208,14572,1048919,TRUE,TRUE,English
857,2016,Q3,September,9,9/1/16,58,LVPes,53983500,13485,39422,4002,560005,7769,1518886,TRUE,FALSE,Spanish
858,2016,Q3,September,9,9/1/16,59,loltyler1,53843760,8595,12955,6264,3378071,32920,1498832,TRUE,FALSE,English
859,2016,Q3,September,9,9/1/16,60,Rekkles,53743515,5685,24809,9453,635652,40336,1573370,TRUE,FALSE,English
860,2016,Q3,September,9,9/1/16,61,IWillDominate,51614805,14355,15146,3595,782905,13363,916187,TRUE,FALSE,English
861,2016,Q3,September,9,9/1/16,62,WagamamaTV,50335770,9990,12764,5038,311033,5121,884702,TRUE,FALSE,English
862,2016,Q3,September,9,9/1/16,63,brtt,49582215,6180,16854,8022,783589,21215,1521864,TRUE,FALSE,Portuguese
863,2016,Q3,September,9,9/1/16,64,接接 (godjj),48565845,10095,14625,4810,329956,18367,1756371,TRUE,FALSE,Chinese
864,2016,Q3,September,9,9/1/16,65,Call of Duty® Alpha (callofdutyalpha),48474525,1695,81470,28598,60563,24866,607107,TRUE,TRUE,
865,2016,Q3,September,9,9/1/16,66,PlayHearthstone,48437775,2625,56147,18452,828604,3964,1250235,TRUE,FALSE,English
866,2016,Q3,September,9,9/1/16,67,Sjow,48097710,11655,15008,4126,235906,4947,841523,TRUE,FALSE,English
867,2016,Q3,September,9,9/1/16,68,Sloot,47131710,20085,7004,2346,199583,6341,878545,TRUE,FALSE,English
868,2016,Q3,September,9,9/1/16,69,Voyboy,46820850,6735,18172,6951,1228127,9938,1053560,TRUE,FALSE,English
869,2016,Q3,September,9,9/1/16,70,singsing,46393605,5970,16085,7770,570204,7719,945847,TRUE,TRUE,English
870,2016,Q3,September,9,9/1/16,71,Asmongold,45701565,10440,8485,4377,1438959,16643,910306,TRUE,FALSE,English
871,2016,Q3,September,9,9/1/16,72,gnumme,45628530,9255,11437,4929,284336,6124,918269,TRUE,FALSE,Russian
872,2016,Q3,September,9,9/1/16,73,丁特 (dinterlolz),44866380,2625,36001,17091,411295,15965,1439101,FALSE,FALSE,Chinese
873,2016,Q3,September,9,9/1/16,74,VeRsuta,44850570,11160,7353,4018,470940,8477,1004536,TRUE,FALSE,Russian
874,2016,Q3,September,9,9/1/16,75,RiotGamesBrazil,44050335,1740,82804,25316,926363,8492,1112883,TRUE,FALSE,Portuguese
875,2016,Q3,September,9,9/1/16,76,Maximilian_DOOD,43785555,8400,9544,5212,816342,8204,610184,TRUE,FALSE,English
876,2016,Q3,September,9,9/1/16,77,GoldGlove,43159485,8010,9491,5387,1425717,5148,829240,TRUE,FALSE,English
877,2016,Q3,September,9,9/1/16,78,OneNationOfGamers,42377655,3495,25677,12124,59148,7880,917990,TRUE,FALSE,English
878,2016,Q3,September,9,9/1/16,79,P4wnyhof,42012795,8190,10408,5129,485279,5981,742144,TRUE,FALSE,English
879,2016,Q3,September,9,9/1/16,80,DansGaming,41772795,11715,8394,3565,813017,2719,845784,TRUE,FALSE,English
880,2016,Q3,September,9,9/1/16,81,矮子娃娃 (toyzttv),41758995,945,107947,44188,321450,127914,1250139,TRUE,FALSE,Chinese
881,2016,Q3,September,9,9/1/16,82,ProfessorBroman,41161755,14940,13035,2754,731707,16537,569764,TRUE,FALSE,English
882,2016,Q3,September,9,9/1/16,83,ALOHADANCETV,40372710,10590,10381,3811,513808,7706,1101978,TRUE,FALSE,Russian
883,2016,Q3,September,9,9/1/16,84,esl_RuHub_CSGO,39672000,8355,28475,4747,317626,7073,1395504,TRUE,FALSE,Russian
884,2016,Q3,September,9,9/1/16,85,boxbox,38515350,7110,14514,5416,1681283,29339,1172683,TRUE,FALSE,English
885,2016,Q3,September,9,9/1/16,86,BunnyFuFuu,38335605,15060,16938,2545,592234,25530,785088,TRUE,FALSE,English
886,2016,Q3,September,9,9/1/16,87,Destiny,37356360,16005,6555,2333,544651,6515,651605,TRUE,TRUE,English
887,2016,Q3,September,9,9/1/16,88,Theokoles,37148055,10440,7679,3557,468047,12402,1169608,FALSE,FALSE,Turkish
888,2016,Q3,September,9,9/1/16,89,TrumpSC,36524880,8175,14659,4467,819735,2261,768865,TRUE,FALSE,English
889,2016,Q3,September,9,9/1/16,90,Valkrin,36249180,5895,13213,6148,185735,4078,450630,TRUE,FALSE,English
890,2016,Q3,September,9,9/1/16,91,Monstercat,35757990,42165,3909,847,783564,5334,500098,TRUE,FALSE,English
891,2016,Q3,September,9,9/1/16,92,GeekandSundry,34980975,10605,31487,3298,557076,9768,1004016,TRUE,FALSE,English
892,2016,Q3,September,9,9/1/16,93,VendettaIs,34857195,37005,4882,941,32508,6823,339500,FALSE,TRUE,Russian
893,2016,Q3,September,9,9/1/16,94,Stray228,33870180,7185,8228,4713,740217,5208,747144,TRUE,FALSE,Russian
894,2016,Q3,September,9,9/1/16,95,NorthernArena,33826410,2520,68072,13422,46918,14404,1036261,TRUE,FALSE,English
895,2016,Q3,September,9,9/1/16,96,JoshOG,33383505,11070,6383,3015,1750433,9078,555695,TRUE,FALSE,English
896,2016,Q3,September,9,9/1/16,97,Sardoche,33327870,8280,8603,4024,704465,4607,819628,TRUE,TRUE,French
897,2016,Q3,September,9,9/1/16,98,Prettyboyfredo,32938095,4260,17253,7731,546028,44099,479030,TRUE,FALSE,English
898,2016,Q3,September,9,9/1/16,99,C_a_k_e,32699400,9495,7900,3443,295921,6536,833447,TRUE,FALSE,Russian
899,2016,Q3,September,9,9/1/16,100,Quin69,32537655,19800,4892,1642,518550,3182,759960,TRUE,TRUE,English
900,2016,Q4,October,10,10/1/16,1,Riot Games (riotgames),1538597925,12360,568251,124481,4508393,91127,28234891,TRUE,FALSE,English
901,2016,Q4,October,10,10/1/16,2,DansGaming,394620090,44205,34149,8926,813017,32059,4763652,TRUE,FALSE,English
902,2016,Q4,October,10,10/1/16,3,imaqtpie,297303975,13755,46912,21613,2658197,43439,6200834,TRUE,FALSE,English
903,2016,Q4,October,10,10/1/16,4,ESL_CSGO,274857480,37755,231619,7279,3940682,39270,6197117,TRUE,FALSE,English
904,2016,Q4,October,10,10/1/16,5,ESL_CSGO_NC,259249905,6390,211307,40570,167094,50645,6912749,TRUE,FALSE,English
905,2016,Q4,October,10,10/1/16,6,Dota2RuHub,256539750,18045,107176,14216,736919,14471,6207264,TRUE,FALSE,Russian
906,2016,Q4,October,10,10/1/16,7,OgamingLoL,216462975,42855,64543,5050,506273,10357,3960464,TRUE,FALSE,French
907,2016,Q4,October,10,10/1/16,8,sodapoppin,196184115,12180,25914,16106,2731773,14493,3285851,TRUE,TRUE,English
908,2016,Q4,October,10,10/1/16,9,BeyondTheSummit,195307980,20415,74845,9566,912089,6339,5983658,TRUE,FALSE,English
909,2016,Q4,October,10,10/1/16,10,PlayHearthstone,192691710,5880,99185,32770,828604,38604,4835721,TRUE,FALSE,English
910,2016,Q4,October,10,10/1/16,11,epicenter_en1,172711365,3930,149178,43946,415106,43307,4939408,TRUE,FALSE,English
911,2016,Q4,October,10,10/1/16,12,summit1g,171363165,11490,28222,14913,5355651,28644,2948153,TRUE,FALSE,English
912,2016,Q4,October,10,10/1/16,13,Arteezy,159669720,10635,24484,15013,581669,17946,2818790,TRUE,TRUE,English
913,2016,Q4,October,10,10/1/16,14,LIRIK,157731990,6930,40025,22760,2622996,13667,2923563,TRUE,FALSE,English
914,2016,Q4,October,10,10/1/16,15,GarenaTW,154459695,5130,109822,30108,404698,8605,2096824,TRUE,FALSE,Chinese
915,2016,Q4,October,10,10/1/16,16,LVPes,139861035,21765,60397,6425,560005,11402,3593284,TRUE,FALSE,Spanish
916,2016,Q4,October,10,10/1/16,17,RiotGamesBrazil,137552970,5670,77848,24259,926363,11692,2708109,TRUE,FALSE,Portuguese
917,2016,Q4,October,10,10/1/16,18,SummonersInnLive,136618335,12975,49146,10528,499626,10672,3203564,TRUE,FALSE,German
918,2016,Q4,October,10,10/1/16,19,HoneyMad,136330755,11190,31449,12182,523381,19099,3161505,TRUE,TRUE,Russian
919,2016,Q4,October,10,10/1/16,20,EclypsiaTVLoL,134411190,43620,16693,3081,204146,6812,3292634,TRUE,FALSE,French
920,2016,Q4,October,10,10/1/16,21,Castro_1021,132170880,11040,27115,11971,2386061,26762,1948551,TRUE,FALSE,English
921,2016,Q4,October,10,10/1/16,22,nl_Kripp,131076645,8565,27412,15303,1374539,12599,1954549,TRUE,FALSE,English
922,2016,Q4,October,10,10/1/16,23,MilleniumTVHS,129805950,40245,15282,3224,94099,4562,3013400,TRUE,FALSE,French
923,2016,Q4,October,10,10/1/16,24,Rush,120267960,11100,25668,10834,544317,41520,2266282,TRUE,FALSE,English
924,2016,Q4,October,10,10/1/16,25,Warcraft,104957205,3210,61489,32696,579373,66483,2775503,TRUE,FALSE,English
925,2016,Q4,October,10,10/1/16,26,Doublelift,99487290,5505,36135,18071,1386249,26691,2134599,TRUE,FALSE,English
926,2016,Q4,October,10,10/1/16,27,Nightblue3,99274485,5250,33809,18909,2639859,44551,2750337,TRUE,FALSE,English
927,2016,Q4,October,10,10/1/16,28,AdmiralBulldog,93812535,8775,22197,10690,680549,9051,1702603,TRUE,TRUE,English
928,2016,Q4,October,10,10/1/16,29,sneakylol,90818160,6045,28421,15023,1637232,19687,1572824,TRUE,FALSE,English
929,2016,Q4,October,10,10/1/16,30,IzakOOO,87884880,8010,52671,10971,1442262,10225,2827415,TRUE,FALSE,Polish
930,2016,Q4,October,10,10/1/16,31,YoDa,87044730,7200,24759,12089,1720072,16951,2547040,TRUE,FALSE,Portuguese
931,2016,Q4,October,10,10/1/16,32,Dyrus,86418090,9675,24416,8931,1473735,17354,2206416,TRUE,TRUE,English
932,2016,Q4,October,10,10/1/16,33,TimTheTatman,84475335,10380,13864,8137,4942208,24327,1453869,TRUE,TRUE,English
933,2016,Q4,October,10,10/1/16,34,Towelliee,80404800,19560,10815,4110,700273,6311,1573844,TRUE,FALSE,English
934,2016,Q4,October,10,10/1/16,35,FACEIT TV (faceittv),80217360,5535,47699,14492,1689489,15346,3619968,TRUE,FALSE,English
935,2016,Q4,October,10,10/1/16,36,Amaz,77889195,8310,21292,9372,922036,9372,1586233,TRUE,FALSE,English
936,2016,Q4,October,10,10/1/16,37,CohhCarnage,77707560,11535,18336,6736,1243901,9553,1599261,TRUE,FALSE,English
937,2016,Q4,October,10,10/1/16,38,BeyondTheSummit2,76650195,8310,63136,9223,175708,6301,2363983,TRUE,FALSE,English
938,2016,Q4,October,10,10/1/16,39,CapcomFighters,76041915,6120,38747,12424,340498,5287,3257518,TRUE,FALSE,English
939,2016,Q4,October,10,10/1/16,40,esl_brazil,75004200,7725,73990,9708,316562,16945,2745464,TRUE,FALSE,Portuguese
940,2016,Q4,October,10,10/1/16,41,P4wnyhof,74983800,13215,12256,5673,485279,12581,1256647,TRUE,FALSE,English
941,2016,Q4,October,10,10/1/16,42,HearthstoneFR,72069300,44355,5668,1624,161432,2668,1773136,TRUE,FALSE,French
942,2016,Q4,October,10,10/1/16,43,Savjz,71395530,9150,13950,7802,541498,10694,1179867,TRUE,TRUE,English
943,2016,Q4,October,10,10/1/16,44,CSRuHub,70144305,3900,72658,17985,481024,25275,2980473,TRUE,FALSE,Russian
944,2016,Q4,October,10,10/1/16,45,Blizzard,69865080,1500,91236,46576,374678,57549,1484006,TRUE,FALSE,English
945,2016,Q4,October,10,10/1/16,46,StarLadder1,69472875,13590,34922,5111,573963,4247,5325824,TRUE,FALSE,Russian
946,2016,Q4,October,10,10/1/16,47,GRONKH,68868555,4800,25545,14347,1186695,15106,1500486,TRUE,FALSE,German
947,2016,Q4,October,10,10/1/16,48,DreamLeague,68759625,17565,41025,3913,349054,5849,2379893,TRUE,FALSE,English
948,2016,Q4,October,10,10/1/16,49,亞洲統神 (asiagodtonegg3be0),65853585,9075,14324,7256,494643,5127,2434993,TRUE,FALSE,Chinese
949,2016,Q4,October,10,10/1/16,50,TSM_Bjergsen,65313300,2490,41617,26229,1482110,18469,1086784,TRUE,FALSE,English
950,2016,Q4,October,10,10/1/16,51,MOONMOON,65269065,11265,11696,5793,896184,21715,1164463,TRUE,TRUE,English
951,2016,Q4,October,10,10/1/16,52,esl_RuHub_CSGO,61922115,7545,48586,8206,317626,9837,2003908,TRUE,FALSE,Russian
952,2016,Q4,October,10,10/1/16,53,Voyboy,60843750,7815,16182,7785,1228127,10557,969217,TRUE,FALSE,English
953,2016,Q4,October,10,10/1/16,54,KingGothalion,60773820,12255,31969,4958,1015521,10848,783646,TRUE,FALSE,English
954,2016,Q4,October,10,10/1/16,55,Starladder_HS_ru,59871675,9090,31523,6585,137878,8034,1139421,TRUE,FALSE,Russian
955,2016,Q4,October,10,10/1/16,56,teamfrenzygg,59576040,17625,43693,3379,98609,12981,1086543,TRUE,FALSE,Polish
956,2016,Q4,October,10,10/1/16,57,IWillDominate,58287810,13965,14243,4173,782905,11480,981212,TRUE,FALSE,English
957,2016,Q4,October,10,10/1/16,58,RiotLAN,58187055,4935,36534,11790,178410,9073,1980781,TRUE,FALSE,Spanish
958,2016,Q4,October,10,10/1/16,59,VGBootCamp,58092585,5250,72953,11064,525458,6634,1011511,TRUE,FALSE,English
959,2016,Q4,October,10,10/1/16,60,Nick28T,56959350,12000,11095,4746,973584,8722,550926,TRUE,TRUE,English
960,2016,Q4,October,10,10/1/16,61,Gosu,56249835,8775,21821,6409,1718638,20364,1622129,TRUE,FALSE,English
961,2016,Q4,October,10,10/1/16,62,forsen,55373250,8535,14845,6487,1292058,6332,1200092,TRUE,TRUE,English
962,2016,Q4,October,10,10/1/16,63,SilverName,54570210,7665,14073,7118,594312,15178,1399765,TRUE,FALSE,Russian
963,2016,Q4,October,10,10/1/16,64,reynad27,53787735,7335,15624,7332,510874,5324,787285,TRUE,TRUE,English
964,2016,Q4,October,10,10/1/16,65,Thijs,52677615,5325,18468,9892,750861,12464,950006,TRUE,FALSE,English
965,2016,Q4,October,10,10/1/16,66,AdmiralBahroo,51390300,13350,7362,3848,770646,6202,660839,TRUE,FALSE,English
966,2016,Q4,October,10,10/1/16,67,CarTmaNzbs,50967240,11430,10648,4458,355266,6480,1396292,TRUE,FALSE,Russian
967,2016,Q4,October,10,10/1/16,68,Reckful,50511825,9525,14594,5302,923809,2612,1272081,TRUE,FALSE,English
968,2016,Q4,October,10,10/1/16,69,Trick2g,50027130,13545,8680,3692,1471048,6573,903324,TRUE,TRUE,English
969,2016,Q4,October,10,10/1/16,70,Quin69,49959060,18090,6897,2761,518550,7417,987926,TRUE,TRUE,English
970,2016,Q4,October,10,10/1/16,71,DreadzTV,49501545,3450,35142,14347,664874,6703,1490262,TRUE,TRUE,Russian
971,2016,Q4,October,10,10/1/16,72,RiotGamesTurkish,49318035,5250,38678,9393,642950,5238,1463234,TRUE,FALSE,Turkish
972,2016,Q4,October,10,10/1/16,73,接接 (godjj),48503355,8325,17292,5825,329956,12047,1939573,TRUE,FALSE,Chinese
973,2016,Q4,October,10,10/1/16,74,Sjow,47405775,13305,12050,3562,235906,4912,763302,TRUE,FALSE,English
974,2016,Q4,October,10,10/1/16,75,B0aty,47035905,9765,19135,4816,515362,5028,1094176,TRUE,TRUE,English
975,2016,Q4,October,10,10/1/16,76,GoldGlove,46940145,8145,12281,5762,1425717,8816,832962,TRUE,FALSE,English
976,2016,Q4,October,10,10/1/16,77,Magic,46584945,5055,27962,9215,363603,4073,1506840,TRUE,FALSE,English
977,2016,Q4,October,10,10/1/16,78,loltyler1,45986355,7290,14576,6307,3378071,36247,1401084,TRUE,FALSE,English
978,2016,Q4,October,10,10/1/16,79,BruceGrannec,45920235,6960,19444,6597,455453,20506,747448,TRUE,FALSE,French
979,2016,Q4,October,10,10/1/16,80,VendettaIs,45432300,40740,2970,1114,32508,10154,536372,FALSE,TRUE,Russian
980,2016,Q4,October,10,10/1/16,81,Kolento,44894805,5715,19559,7855,513334,8547,965328,TRUE,FALSE,English
981,2016,Q4,October,10,10/1/16,82,SmiteGame,42723780,7890,14830,5414,512937,4619,889791,TRUE,FALSE,English
982,2016,Q4,October,10,10/1/16,83,StarLadder_cs_en,42483990,6675,37342,6364,823179,4380,1482150,TRUE,FALSE,English
983,2016,Q4,October,10,10/1/16,84,MYM_ALKAPONE,42257160,11685,10201,3615,729480,6234,669020,TRUE,FALSE,Spanish
984,2016,Q4,October,10,10/1/16,85,NICKMERCS,42129480,10035,14334,4197,3657193,10770,361118,TRUE,FALSE,English
985,2016,Q4,October,10,10/1/16,86,NeVeR_LosEs,41191215,6540,12378,6297,197448,26217,981697,TRUE,FALSE,Chinese
986,2016,Q4,October,10,10/1/16,87,PRO_DOTA2_TV,41150295,19770,12910,2080,14337,384,144311,FALSE,FALSE,Russian
987,2016,Q4,October,10,10/1/16,88,Domingo,40577205,4530,19322,8956,806610,5373,975297,TRUE,FALSE,French
988,2016,Q4,October,10,10/1/16,89,hastad,40179630,9690,21192,4146,799754,16641,1244447,TRUE,FALSE,Portuguese
989,2016,Q4,October,10,10/1/16,90,WagamamaTV,39004590,11280,9535,3457,311033,3339,755784,TRUE,FALSE,English
990,2016,Q4,October,10,10/1/16,91,dogdog,37530015,5955,13251,6301,590498,4466,679296,TRUE,FALSE,English
991,2016,Q4,October,10,10/1/16,92,itsjaylife,37255710,39405,4413,945,255594,1953,389828,TRUE,FALSE,Russian
992,2016,Q4,October,10,10/1/16,93,Monstercat,37093410,44625,2980,830,783564,4629,466273,TRUE,FALSE,English
993,2016,Q4,October,10,10/1/16,94,OGN_LoL,37028475,4860,34456,7618,152311,5018,713785,TRUE,FALSE,Korean
994,2016,Q4,October,10,10/1/16,95,矮子娃娃 (toyzttv),35759595,1755,30129,20375,321450,16878,1033349,TRUE,FALSE,Chinese
995,2016,Q4,October,10,10/1/16,96,itsHafu,35633940,10575,11249,3369,784564,6546,658492,TRUE,FALSE,English
996,2016,Q4,October,10,10/1/16,97,A1taOda,35450445,11400,12392,3109,533732,7376,1201496,TRUE,TRUE,Russian
997,2016,Q4,October,10,10/1/16,98,beyondthesummit_ru,34878585,7380,27025,4725,74291,4870,1464955,TRUE,FALSE,Russian
998,2016,Q4,October,10,10/1/16,99,RealKraftyy,34290930,11685,12688,2934,713483,15422,321863,TRUE,TRUE,English
999,2016,Q4,October,10,10/1/16,100,jvtv,33782010,29310,10895,1152,226852,1288,2278474,TRUE,FALSE,French
1000,2016,Q4,November,11,11/1/16,1,imaqtpie,406064175,16155,44484,25135,2658197,50043,7518215,TRUE,FALSE,English
1001,2016,Q4,November,11,11/1/16,2,ESL_CSGO,256959315,40185,159179,6393,3940682,22839,6736735,TRUE,FALSE,English
1002,2016,Q4,November,11,11/1/16,3,sneakylol,250437900,13470,35408,18591,1637232,34837,3615374,TRUE,FALSE,English
1003,2016,Q4,November,11,11/1/16,4,summit1g,211607820,13410,29729,15779,5355651,34338,3648472,TRUE,FALSE,English
1004,2016,Q4,November,11,11/1/16,5,BeyondTheSummit,207224970,11610,81886,17848,912089,17165,4733555,TRUE,FALSE,English
1005,2016,Q4,November,11,11/1/16,6,FACEIT TV (faceittv),195707385,8790,74340,22264,1689489,25454,7407393,TRUE,FALSE,English
1006,2016,Q4,November,11,11/1/16,7,LIRIK,193961100,8715,37149,22255,2622996,17428,3479371,TRUE,FALSE,English
1007,2016,Q4,November,11,11/1/16,8,Doublelift,169079925,10470,30405,16148,1386249,34675,3653660,TRUE,FALSE,English
1008,2016,Q4,November,11,11/1/16,9,nl_Kripp,141368820,7875,37579,17951,1374539,12567,1998757,TRUE,FALSE,English
1009,2016,Q4,November,11,11/1/16,10,EclypsiaTVLoL,138240855,42570,24061,3246,204146,6971,3076040,TRUE,FALSE,French
1010,2016,Q4,November,11,11/1/16,11,MilleniumTVHS,130585875,38010,33517,3435,94099,3621,3015713,TRUE,FALSE,French
1011,2016,Q4,November,11,11/1/16,12,Amaz,127167675,11955,62334,10636,922036,11538,2260178,TRUE,FALSE,English
1012,2016,Q4,November,11,11/1/16,13,sodapoppin,122122785,8895,25788,13728,2731773,8044,2404247,TRUE,TRUE,English
1013,2016,Q4,November,11,11/1/16,14,IzakOOO,121586895,13485,28432,9015,1442262,11072,3783551,TRUE,FALSE,Polish
1014,2016,Q4,November,11,11/1/16,15,SilverName,120983565,8685,33533,13929,594312,21465,2303982,TRUE,FALSE,Russian
1015,2016,Q4,November,11,11/1/16,16,Castro_1021,120714810,9930,46196,12156,2386061,20209,1907395,TRUE,FALSE,English
1016,2016,Q4,November,11,11/1/16,17,TimTheTatman,115011885,10245,21505,11225,4942208,36478,1841942,TRUE,TRUE,English
1017,2016,Q4,November,11,11/1/16,18,YoDa,114698775,8220,37831,13953,1720072,19119,2850024,TRUE,FALSE,Portuguese
1018,2016,Q4,November,11,11/1/16,19,Dota2RuHub,112938300,16635,28087,6788,736919,6650,3873432,TRUE,FALSE,Russian
1019,2016,Q4,November,11,11/1/16,20,CohhCarnage,111108765,13080,22226,8494,1243901,12450,1938901,TRUE,FALSE,English
1020,2016,Q4,November,11,11/1/16,21,Blizzard,104542740,2685,207518,38935,374678,52452,2535648,TRUE,FALSE,English
1021,2016,Q4,November,11,11/1/16,22,풍월량 (hanryang1125),103014630,11865,16866,8681,479392,20403,1478526,TRUE,TRUE,Korean
1022,2016,Q4,November,11,11/1/16,23,Dyrus,102219780,12165,25831,8402,1473735,17836,1996471,TRUE,TRUE,English
1023,2016,Q4,November,11,11/1/16,24,PlayHearthstone,94906110,2565,183348,37000,828604,11783,2041126,TRUE,FALSE,English
1024,2016,Q4,November,11,11/1/16,25,TSM_Bjergsen,93709050,3465,47068,27043,1482110,25293,1655173,TRUE,FALSE,English
1025,2016,Q4,November,11,11/1/16,26,AdmiralBulldog,92776950,7995,19703,11603,680549,8518,1546899,TRUE,TRUE,English
1026,2016,Q4,November,11,11/1/16,27,DansGaming,91588950,13500,46156,6783,813017,9041,1583601,TRUE,FALSE,English
1027,2016,Q4,November,11,11/1/16,28,DreamHackCS,90992130,8625,89399,10549,1784763,11128,2635838,TRUE,FALSE,English
1028,2016,Q4,November,11,11/1/16,29,MOONMOON,90711150,12735,20514,7122,896184,31494,1579003,TRUE,TRUE,English
1029,2016,Q4,November,11,11/1/16,30,Nightblue3,90449505,4245,39709,21306,2639859,40049,2435501,TRUE,FALSE,English
1030,2016,Q4,November,11,11/1/16,31,singsing,86346180,10425,15811,8282,570204,9401,1459186,TRUE,TRUE,English
1031,2016,Q4,November,11,11/1/16,32,B0aty,84581730,12915,14753,6548,515362,7211,1580369,TRUE,TRUE,English
1032,2016,Q4,November,11,11/1/16,33,P4wnyhof,81889455,11175,23252,7327,485279,11776,1495267,TRUE,FALSE,English
1033,2016,Q4,November,11,11/1/16,34,beyondthesummit_ru,81801780,4050,66532,20197,74291,6550,1320198,TRUE,FALSE,Russian
1034,2016,Q4,November,11,11/1/16,35,亞洲統神 (asiagodtonegg3be0),80581320,10485,16845,7684,494643,5005,2706457,TRUE,FALSE,Chinese
1035,2016,Q4,November,11,11/1/16,36,ALOHADANCETV,79931730,16500,14940,4843,513808,15071,1766733,TRUE,FALSE,Russian
1036,2016,Q4,November,11,11/1/16,37,ELEAGUE TV (eleaguetv),78964305,2130,98433,37071,1655110,19731,2114185,TRUE,FALSE,English
1037,2016,Q4,November,11,11/1/16,38,Rush,78012495,7890,30983,9887,544317,27673,1577151,TRUE,FALSE,English
1038,2016,Q4,November,11,11/1/16,39,HearthstoneFR,77958195,42915,8074,1815,161432,2595,1278776,TRUE,FALSE,French
1039,2016,Q4,November,11,11/1/16,40,DreamLeague,77200200,29850,58397,2585,349054,4513,2355555,TRUE,FALSE,English
1040,2016,Q4,November,11,11/1/16,41,moonduckTV,75281580,9090,51561,8281,162189,6201,1959975,TRUE,FALSE,English
1041,2016,Q4,November,11,11/1/16,42,Thijs,75197355,7260,23490,10357,750861,15298,1228158,TRUE,FALSE,English
1042,2016,Q4,November,11,11/1/16,43,GRONKH,75046980,3630,53495,20673,1186695,15501,1481370,TRUE,FALSE,German
